HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10	ICD10_UKBB
HPO_ICD:1155	HP:0011141	Age-related cataract	Clouding of the lens of the eye with age	H259	H259
HPO_ICD:1156	HP:0011172	Complex febrile seizures		R5601	R560
HPO_ICD:1157	HP:0011227	Elevated C-reactive protein level	Elevated CRP	R7982	R798
HPO_ICD:1158	HP:0004417;HP:0200029;HP:0200030;HP:0011276;HP:0005297;HP:0004950	Vasculitis in the skin; Punctate vasculitis skin lesions; Peripheral arterial stenosis; Vascular skin abnormality; Intermittent claudication; Premature occlusive vascular stenosis	Peripheral artery occlusive disease; Cutaneous vasculitis; Vascular abnormalities restricted to skin; Peripheral artery disease; Peripheral vascular disease; Occlusive arterial disease; Arterial disease of legs; Occlusive vascular disease; Skin vascular malformation	L950;L958;I739;L959	L950;L958;I739;L959
HPO_ICD:1159	HP:0011301	Absent foot	Aplasia of the foot; Apodia; Absent foot	Q7230	Q723
HPO_ICD:1160	HP:0011331	Hemifacial atrophy	Shrinking of half of face; Decrease in size of one side of the face; Shrinking of one side of the face; Facial hemiatrophy; Atrophy of one side of the face; Decrease in size of half of face; Atrophy of half of face	Q674	Q674
HPO_ICD:1161	HP:0011332;HP:0011333	Asymmetric crying face; Hemifacial hypoplasia	Decreased size of half of the face; Hemifacial microsomia; Asymmetric crying face; Decreased size of one side of the face; Partial unilateral facial paresis; Hypoplasia of depressor angula oris muscle	Q670	Q670
HPO_ICD:1162	HP:0011367	Yellow nails	Yellow nails	L605	L605
HPO_ICD:1163	HP:0011368	Epidermal thickening	Abnormality of keratinization	L859	L859
HPO_ICD:1164	HP:0011372	Aplasia of the inner ear	Michel deformity; Labyrinthine aplasia; Aplasia of the labyrinth; Absent inner ear	Q165	Q165
HPO_ICD:1165	HP:0012683;HP:0100702;HP:0011426	Arachnoid cyst; Pineal cyst; Fetal choroid plexus cysts	Arachnoid cysts; Fluid-filled sac located in membrane surrounding brain or spinal cord	P9689;G930	P968;G930
HPO_ICD:1166	HP:0011445	Athetoid cerebral palsy	Dyskinetic cerebral palsy	G803	G803
HPO_ICD:1167	HP:0011447	Hyposegmentation of neutrophil nuclei	Pelger-Huet anomaly; Hyposegmentation of neutrophil nuclei in peripheral blood	D720	D720
HPO_ICD:1168	HP:0030724;HP:0011450;HP:0002719	Recurrent infections; Central nervous system cyst; Unusual CNS infection	Increased frequency of infection; Frequent, severe infections; CNS cyst; infections, recurrent; Cyst of the central nervous system; Predisposition to infections; Susceptibility to infection; Recurrent infections; Central nervous system infection; Frequent infections	G968;B999	G968;B99
HPO_ICD:1169	HP:0011456;HP:0011455	Absent stapes; Absent malleus		H74329	
HPO_ICD:1170	HP:0011459	Esophageal carcinoma		C159	C159
HPO_ICD:1171	HP:0011467	Absent gallbladder	Agenesis of the gallbladder; Absent gallbladder; Aplasia of the gallbladder	Q440	Q440
HPO_ICD:1172	HP:0011468	Facial tics	Facial spasms; Mimic spasms; Twitching of facial muscles; Myoclonus of facial muscles; Muscle spasm of face; Jerking of facial muscles; Cramping of facial muscles; Facial tics; Involuntary facial muscle spasms; Spasms of facial muscles	F951	F951
HPO_ICD:1173	HP:0011473	Villous atrophy	Small intestine biopsy shows villous atrophy; Villous degeneration; Atrophy of small intestinal villi; Duodenal villous atrophy; Variable degree of villous atrophy; Biopsy shows villous atrophy	K6389	K638
HPO_ICD:1174	HP:0011483	Anterior synechiae of the anterior chamber	Cornea-iris adhesion; Anterior synechiae; Iridocorneal synechia	H21513;H21519;H21512;H21511	
HPO_ICD:1175	HP:0011484	Posterior synechiae of the anterior chamber	Posterior synechiae; Iridolenticular adhesions	H21541;H21549;H21543;H21542	
HPO_ICD:1176	HP:0011496	Corneal neovascularization	Corneal neovascularisation; Corneal vascularization; New blood vessel formation in cornea; Limbal neovascularization	H16409;H16403;H16401;H16402	
HPO_ICD:1177	HP:0025319;HP:0011497	Iris neovascularization; Rubeosis iridis	Neovascularization of the iris; New blood vessel formation in iris	H211X3;H211X2;H211X9;H211X1	
HPO_ICD:1178	HP:0011504	Bull's eye maculopathy	Chloroquine retinopathy	H3500	H350
HPO_ICD:1179	HP:0011505;HP:0040049	Macular edema; Cystoid macular edema	Cystoid macular oedema; Macular oedema	H3581	H358
HPO_ICD:1180	HP:0011508;HP:0031152	Full-thickness macular hole; Macular hole	FTMH	H35349	
HPO_ICD:1181	HP:0011522;HP:0200018	Protanomaly; Protanopia	Red-weak; Red-blind; Colorblindness, partial, protan series	H5354	H535
HPO_ICD:1182	HP:0011523	Iris cyst		H21309	
HPO_ICD:1183	HP:0011524;HP:0012055	Ciliary body melanoma; Iris melanoma		C6940	C694
HPO_ICD:1184	HP:0011958;HP:0011530	Retinal hole; Retinal perforation	Retinal holes; Retinal tear; Torn retina	H33309;H33049	
HPO_ICD:1185	HP:0011605;HP:0011552;HP:0011540;HP:0011553;HP:0011546	Congenitally corrected transposition of the great arteries; Ambiguous atrioventricular connection; Abnormal atrioventricular connection; Discordant atrioventricular connection; Congenitally corrected transposition of the great arteries with ventricular septal defect	L-transposition; Ventricular inversion	Q205;R9431	Q205;R943
HPO_ICD:1186	HP:0011570;HP:0011560	Mitral atresia; Congenital mitral stenosis	Mitral valve atresia	Q232	Q232
HPO_ICD:1187	HP:0011568;HP:0012561;HP:0011571	Double orifice mitral valve; Unicuspid aortic valve; Parachute mitral valve		Q238	Q238
HPO_ICD:1188	HP:0011581	Double outlet left ventricle		Q202	Q202
HPO_ICD:1189	HP:0011603	Congenital malformation of the great arteries		Q259	Q259
HPO_ICD:1190	HP:0011604	Aortopulmonary window		Q214	Q214
HPO_ICD:1191	HP:0011614;HP:0011611;HP:0011612	Interrupted aortic arch type A; Interrupted aortic arch type C; Interrupted aortic arch	Aortic arch obstruction; Atretic transverse aortic arch	Q2521	Q252
HPO_ICD:1192	HP:0011641;HP:0030882	Coronary artery aneurysm; Coronary artery fistula	Coronary artery ectasia; Coronary fistula; Coronary arterial dilatation; Coronary artery dilatation	I2541	I254
HPO_ICD:1193	HP:0011642	Abnormal coronary sinus morphology	Abnormality of the coronary sinus	I878	I878
HPO_ICD:1194	HP:0011645	Dilatation of the sinus of Valsalva	Aneurysm of the aortic sinus; Sinus of Valsalva aneurysm; Aortic sinus aneurysm	Q2543	Q254
HPO_ICD:1195	HP:0011684;HP:0011682;HP:0011681;HP:0001719;HP:0011623;HP:0011651;HP:0001629;HP:0011621	Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis; Gerbode ventricular septal defect; Ventricular septal defect; Non-restrictive ventricular septal defect; Perimembranous ventricular septal defect; Subarterial ventricular septal defect; Muscular ventricular septal defect; Double outlet right ventricle	Doubly committed ventricular septal defect; Paramembranous ventricular septal defect; Infundibular ventricular septal defect; Type 2 ventricular septal defect; Double-outlet right ventricle; Type 4 ventricular septal defect; Supracristal ventricular septal defect; Ventriculoseptal defect; Hole in heart wall separating two lower heart chambers; Conal ventricular septal defect; DORV; Membranous ventricular septal defect; Conoventricular ventricular septal defect; DORV with doubly committed VSD and pulmonary stenosis; Ventricular septal defects; Type 1 ventricular septal defect; Left ventricular - right atrial communication; Ventricular septal defect, perimembranous; Perimembraneous ventricular septal defect; Ventricular septal defect, muscular	Q221;Q201;Q210	Q221;Q201;Q210
HPO_ICD:1196	HP:0001636;HP:0011678;HP:0011659;HP:0010882;HP:0012516	Tetralogy of Fallot with pulmonary atresia; Pulmonary valve atresia; Tetralogy of Fallot; Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries; Tetralogy of Fallot with absent pulmonary valve	Tetralogy of Fallot with absent pulmonary valve syndrome; Tetrology of fallot	Q213;Q220	Q220;Q213
HPO_ICD:1197	HP:0011662	Tricuspid atresia	Tricuspid valve atresia	Q224	Q224
HPO_ICD:1198	HP:0011665	Takotsubo cardiomyopathy	Broken-heart syndrome	I5181	I518
HPO_ICD:1199	HP:0011675;HP:0006677;HP:0003140;HP:0012250;HP:0012251;HP:0012232;HP:0005115;HP:0003115;HP:0012722;HP:0004308;HP:0005165;HP:0010872;HP:0012248	T-wave inversion in the right precordial leads; ST segment elevation; Prolonged PR interval; Heart block; Ventricular arrhythmia; ST segment depression; Supraventricular arrhythmia; Shortened QT interval; Arrhythmia; Prolonged QRS complex; Abnormal EKG; T-wave inversion; Shortened PR interval	Cardiac arrhythmia; arrhythmias, Supraventricular; Electrocardiographic long PR interval; Heart rhythm disorders; Ventricular arrhythmias; Lengthened PR interval on EKG; Shortened PR interval on EKG; Cardiac arrhythmias; Arrhythmias; Prolonged QRS complex on EKG; Irregular heartbeat; Abnormal electrocardiogram; Cardiac conduction defects; Abnormal heart rate; Abnormal EKG; Electrocardiographic short PR interval; EKG abnormality; Abnormality of cardiac conduction; Abnormal ECG; Short P-R interval; Cardiac conduction abnormalities; Irregular heart beat; Cardiac rhythm disturbances	I499;R9431;I459	I499;R943;I459
HPO_ICD:1200	HP:0011679	Tetralogy of Fallot with pulmonary stenosis		Q221;Q213	Q221;Q213
HPO_ICD:1201	HP:0011704	Sick sinus syndrome	Sinoatrial node disease	I495	I495
HPO_ICD:1202	HP:0011705	First degree atrioventricular block		I440	I440
HPO_ICD:1203	HP:0011707;HP:0011706;HP:0011708	Mobitz II atrioventricular block; Mobitz I atrioventricular block; Second degree atrioventricular block	Mobitz type 2 atrioventricular block; Mobitz type 1 atrioventricular block; Wenckebach block	I441	I441
HPO_ICD:1204	HP:0011710;HP:0001678	Atrioventricular block; Bundle branch block	Atrioventricular nodal disease; Bundle-branch block; Interruption of electrical communication between upper and lower chambers of heart	I454;I4430;I4439	I454;I443
HPO_ICD:1205	HP:0011711	Left anterior fascicular block	Left anterior hemiblock	I444	I444
HPO_ICD:1206	HP:0011712	Right bundle branch block	Right bundle-branch block	I4519;I450;I4510	I450;I451
HPO_ICD:1207	HP:0011713	Left bundle branch block		I447	I447
HPO_ICD:1208	HP:0011715	Trifascicular block		I453	I453
HPO_ICD:1209	HP:0011718	Abnormality of the pulmonary veins	Abnormality of lung veins	Q269	Q269
HPO_ICD:1210	HP:0011726	Persistent fetal circulation		P2930	P293
HPO_ICD:1211	HP:0011741	Secondary hyperaldosteronism	Hyperreninemic hyperaldosteronism	E261	E261
HPO_ICD:1212	HP:0011743;HP:0011742	Adrenal gland agenesis; Ectopic adrenal gland	Abnormal adrenal gland position	Q891	Q891
HPO_ICD:1213	HP:0011747;HP:0012503	Abnormality of the anterior pituitary; Abnormality of the pituitary gland	Pituitary disease; disorder of pituitary gland	E237	E237
HPO_ICD:1214	HP:0011754	Pituicytoma		D443	D443
HPO_ICD:1215	HP:0011763	Pituitary carcinoma		C751	C751
HPO_ICD:1216	HP:0011770	Tertiary hyperparathyroidism		E212	E212
HPO_ICD:1217	HP:0011781	Thyroid C cell hyperplasia		E070	E070
HPO_ICD:1218	HP:0011786	Thyrotoxicosis with toxic single thyroid nodule		E0511	E051
HPO_ICD:1219	HP:0011801	Enlargement of parotid gland	Hypertrophy of parotid gland; Hyperplasia of parotid gland; Increased size of parotid gland	K111	K111
HPO_ICD:1220	HP:0011838	Sclerodactyly		L943	L943
HPO_ICD:1221	HP:0011841	Ventricular flutter		I4902	I490
HPO_ICD:1222	HP:0011848	Abdominal colic		R1084;R1083	
HPO_ICD:1223	HP:0011851	Hemopericardium		I312	I312
HPO_ICD:1224	HP:0011854;HP:0030171	Perirenal hematoma; Hemoperitoneum	Hematoperitoneum	K661	K661
HPO_ICD:1225	HP:0011855	Pharyngeal edema	Throat swelling	J392	J392
HPO_ICD:1226	HP:0011856;HP:0025062	Geophagia; Pica	Geophagy	F983	F983
HPO_ICD:1227	HP:0011859	Punctate keratitis		H16149;H16142;H16143;H16141	
HPO_ICD:1228	HP:0011868	Sciatica		M5442;M5432;M5430;M5431;M5440;M5441	M5442;M5432;M5430;M5431;M5440;M5441
HPO_ICD:1229	HP:0011885	Hemorrhage of the eye	Haemorrhage of the eye; Bleeding from the eye	H44819	
HPO_ICD:1230	HP:0011886	Hyphema		H2100	H210
HPO_ICD:1231	HP:0011887	Choroid hemorrhage	Choroidal hemorrhage	H31301;H31309;H31302;H31303	
HPO_ICD:1232	HP:0011892	Low levels of vitamin K		E561	E561
HPO_ICD:1233	HP:0011919	Pleural empyema	Pyothorax	J869	J869
HPO_ICD:1234	HP:0011920	Transudative pleural effusion		J948	J948
HPO_ICD:1235	HP:0011945	Bronchiolitis obliterans organizing pneumonia	BOOP; Cryptogenic organizing pneumonia	J84116	
HPO_ICD:1236	HP:0011947	Respiratory tract infection	Respiratory infections; Respiratory infection; Respiratory tract infection	J988	J988
HPO_ICD:1237	HP:0011950	Bronchiolitis		J219	J219
HPO_ICD:1238	HP:0011951	Aspiration pneumonia		J690	J690
HPO_ICD:1239	HP:0011967	Decreased circulating copper concentration	Copper deficiency; Hypocupremia; Reduced serum copper	E610	E610
HPO_ICD:1240	HP:0011970	Cerebral amyloid angiopathy		I680	I680
HPO_ICD:1241	HP:0011971	Dermatographic urticaria	Dermatographism; Dermographism	L503;L508	L503;L508
HPO_ICD:1242	HP:0011976	Elevated urinary catecholamines	Elevated urinary catecholamines	R825	R825
HPO_ICD:1243	HP:0100249;HP:0011986	Calcification of muscles; Ectopic ossification	Skeletal muscle calcinosis; Heterotopic ossification; Ectopic bone formation	M619	
HPO_ICD:1244	HP:0012020	Right aortic arch	Right-sided aortic arch	Q2547	Q254
HPO_ICD:1245	HP:0012022	Congenital portosystemic venous shunt		Q288	Q288
HPO_ICD:1246	HP:0012027	Laryngeal edema		J384	J384
HPO_ICD:1247	HP:0012028	Hepatocellular adenoma	Hepatic adenoma; Liver cell adenoma	D134	D134
HPO_ICD:1248	HP:0012038	Corneal guttata	Corneal endothelial guttata	H1830	H183
HPO_ICD:1249	HP:0012039	Descemet Membrane Folds		H18321;H18323;H18322;H18329	
HPO_ICD:1250	HP:0012047	Hemeralopia	Day blindness	H5311	H531
HPO_ICD:1251	HP:0012062;HP:0012064	Bone cyst; Unicameral bone cyst	Bone cyst; Bone cysts	M85449;M85452;M8540;M85432;M85479;M85471;M8548;M85462;M85419;M85441;M85469;M85431;M85472;M85451;M85459;M85411;M8560;M85442;M85412;M85422;M85439;M85461;M85421;M85429	M8545;M8547;M8543;M8548;M8560;M8540;M8544;M8546;M8541;M8542
HPO_ICD:1252	HP:0012063	Aneurysmal bone cyst		M85529;M8550;M85561;M85549;M8558;M85551;M85539;M85559;M85552;M85562;M85579;M85531;M8559;M85571;M85519;M85541;M85569;M85572;M85522;M85532;M85542;M85511;M85512;M85521	M8558;M8559;M8552;M8556;M8557;M8554;M8553;M8550;M8551;M8555
HPO_ICD:1253	HP:0012074	Tonic pupil	Adie's tonic pupil; Adie pupil	H57053;H57059;H57052;H57051	
HPO_ICD:1254	HP:0012075;HP:0000751	Personality disorder; Personality changes	Personality change; Personality changes	F69;F609	F69;F609
HPO_ICD:1255	HP:0012076	Borderline personality disorder	BPD	F603	F603
HPO_ICD:1256	HP:0012077	Histrionic personality disorder		F604	F604
HPO_ICD:1257	HP:0012461;HP:0012085;HP:0100586	Pyuria; Bacteriuria; Aseptic leukocyturia	High urine neutrophil count; High urine bacteria; Leukocyturia; Bacteria in urine	R8271	R827
HPO_ICD:1258	HP:0012109	Angle closure glaucoma	Primary angle closure glaucoma	H4020X2;H4020X1;H4020X0;H4020X3;H4020X4	
HPO_ICD:1259	HP:0012114	Endometrial carcinoma		C541	C541
HPO_ICD:1260	HP:0012115	Hepatitis	Liver inflammation	K7110;K759;K710;K764;K716;K714;K717;K752;K7111;K719;K7589;K718;K7581;K7151;K7150;K712;K753;K713	K759;K758;K764;K716;K714;K717;K719;K753;K718;K711;K752;K712;K715;K710;K713
HPO_ICD:1261	HP:0030077;HP:0100799;HP:0100605;HP:0030072;HP:0100551;HP:0100526;HP:0100606;HP:0012118	Bronchial neoplasm; Neoplasm of the respiratory system; Neoplasm of the trachea; Neoplasm of the larynx; Neoplasm of the lung; Laryngeal carcinoma; Neoplasm of the middle ear; Paranasal sinus neoplasm	Neoplasm of the paranasal sinuses; Respiratory system tumor; Neoplasia of the middle ear; Laryngeal cancer; Cancer of the larynx; Tracheal neoplasm; Lung tumor; Tumor of the paranasal sinuses; Lung cancer; Middle ear tumor	D491	
HPO_ICD:1262	HP:0001978;HP:0011273;HP:0010972;HP:0001981;HP:0012156;HP:0004447;HP:0012119	Schistocytosis; Poikilocytosis; Extramedullary hematopoiesis; Hemophagocytosis; Anemia of inadequate production; Anisocytosis; Methemoglobinemia	Dyserythropoietic anemia; Defective erythropoiesis; Unequal size of red blood cells; Extramedullary erythropoiesis; Anemia, dyserythropoietic; Ineffective erythropoiesis; Schistocytes	R718;D740;D748;D749	D749;R71;D748;D740
HPO_ICD:1263	HP:0012121	Panuveitis		H44113;H44119;H44112;H44111	
HPO_ICD:1264	HP:0012122	Anterior uveitis		H2000	H200
HPO_ICD:1265	HP:0012125	Prostate cancer	Prostatic cancer	C61	C61
HPO_ICD:1266	HP:0012139	Granulocytic hypoplasia		R896	R896
HPO_ICD:1267	HP:0012151	Hemothorax		J942	J942
HPO_ICD:1268	HP:0012153;HP:0045014	Hypotriglyceridemia; Hypolipidemia	Decreased plasma Tg levels; Low blood triglyceride levels; Decreased circulating Tg levels	E7889	E788
HPO_ICD:1269	HP:0012154	Anhedonia		R4584	R458
HPO_ICD:1270	HP:0012155	Decreased corneal sensation	Decreased corneal sensitivity; Reduced corneal sensation; Corneal hypesthesia; Corneal hypaesthesia	H18819	
HPO_ICD:1271	HP:0012161;HP:0012159;HP:0012158	Internal carotid artery dissection; Carotid artery dissection; External carotid artery dissection		I7771	
HPO_ICD:1272	HP:0012163	Carotid artery dilatation	Carotid artery aneurysm	I720	I720
HPO_ICD:1273	HP:0012167	Hair-pulling	Trichotillomania	F633	F633
HPO_ICD:1274	HP:0012170	Nail-biting	Onychophagia; Onychophagy; Nail-biting	F988	F988
HPO_ICD:1275	HP:0012181	Entrapment neuropathy		G588	G588
HPO_ICD:1276	HP:0012182	Oropharyngeal squamous cell carcinoma		C109	C109
HPO_ICD:1277	HP:0012189	Hodgkin lymphoma	Hodgkin disease; Hodgkin's lymphoma	C8190	C819
HPO_ICD:1278	HP:0012190	T-cell lymphoma	T cell lymphoma	C8440	C844
HPO_ICD:1279	HP:0012191	B-cell lymphoma	B cell lymphoma	C8510	C851
HPO_ICD:1280	HP:0012192	Cutaneous T-cell lymphoma		C84A0	
HPO_ICD:1281	HP:0012196	Cheyne-Stokes respiration	Periodic respiration	R063	R063
HPO_ICD:1282	HP:0012197;HP:0030404	Insulinoma; Glucagonoma	Pancreatic insulinoma	D378	
HPO_ICD:1283	HP:0012199	Cluster headache		G44021;G44029;G44001;G44009	
HPO_ICD:1284	HP:0012203	Onychomycosis		B351	B351
HPO_ICD:1285	HP:0012205	Globozoospermia		N468	N46
HPO_ICD:1286	HP:0012209	Juvenile myelomonocytic leukemia		C9330	C933
HPO_ICD:1287	HP:0012215	Testicular microlithiasis		N5089	N508
HPO_ICD:1288	HP:0012216	Entrapment neuropathy of suprascapular nerve	Suprascapular nerve entrapment	G5680	G568
HPO_ICD:1289	HP:0012219	Erythema nodosum		L52	L52
HPO_ICD:1290	HP:0012228	Tension-type headache	Tension-type headache	G44209;F4541;G44201	F454
HPO_ICD:1291	HP:0012230	Rhegmatogenous retinal detachment		H33009	
HPO_ICD:1292	HP:0012231;HP:0000541	Retinal detachment; Exudative retinal detachment	Detached retina; Retinal detachment; Serous retinal detachment	H3320;H3323;H3322;H3321	H332
HPO_ICD:1293	HP:0012233	Intramuscular hematoma	Intramuscular hemorrhage; IM hematoma; Intramuscular haematoma; Intramuscular hematomas	M7981	M7981
HPO_ICD:1294	HP:0012246	Oculomotor nerve palsy	Oculomotor neuropathy	H4900	H490
HPO_ICD:1295	HP:0012280	Hepatic amyloidosis		K77	
HPO_ICD:1296	HP:0012281	Chylous ascites	Chyloperitoneum	I898	I898
HPO_ICD:1297	HP:0100012;HP:0100522;HP:0012289;HP:0100544;HP:0030792;HP:0100521;HP:0012720;HP:0012288	Neoplasm of the eye; Facial neoplasm; Neoplasm of head and neck; Thymoma; Neoplasm of the nose; Neoplasm of the heart; Jaw neoplasm; Neoplasm of the thymus	Cardiac neoplasm; Neoplasia of the eye; Cardiac neoplasia; Nasal neoplasm; Nose cancer; Eye tumor; Nasal tumor; Head and neck tumor; Neoplasia of the nose; Heart tumor; Face tumor; Head and neck cancer; Tumor of the nose	D4989;C760	C760
HPO_ICD:1298	HP:0012302	Herpes simplex encephalitis		B004	B004
HPO_ICD:1299	HP:0012312	Monocytopenia	Low blood monocyte number	D72818	
HPO_ICD:1300	HP:0012314	Bouchard's node		M152	M152
HPO_ICD:1301	HP:0030833;HP:0012318	Occipital neuralgia; Neck pain	Neck pain	M5481;M542	M5481
HPO_ICD:1302	HP:0012322	Perifolliculitis	Perifollicular inflammation	L0102	L010
HPO_ICD:1303	HP:0012324	Myeloid leukemia		C9290	C929
HPO_ICD:1304	HP:0012325	Chronic myelomonocytic leukemia		C9310	C931
HPO_ICD:1305	HP:0012327	Celiac artery compression	Median arcuate ligament syndrome; Celiac axis syndrome; Dunbar syndrome	I774	I774
HPO_ICD:1306	HP:0012329	Tufted angioma	Angioblastoma of Nakagawa; Progressive capillary hemangioma; Hypertrophic hemangioma; Angioblastoma; Tufted hemangioma	D1801	D180
HPO_ICD:1307	HP:0004743;HP:0012330	Pyelonephritis; Chronic tubulointerstitial nephritis		N119;N16;N136;N12	N119;N136;N12
HPO_ICD:1308	HP:0012344	Morphea		L940	L940
HPO_ICD:1309	HP:0012370	Prominence of the zygomatic bone	Cheekbone excess; Hyperplasia of zygomatic bone; Hyperplasia of cheekbone; Zygomatic bone excess; Zygomatic hypertrophy; Malar hypertrophy; Pronounced cheekbone; Prominence of cheekbone	M8938	M8938
HPO_ICD:1310	HP:0012375	Chemosis		H11429	
HPO_ICD:1311	HP:0030520;HP:0012377;HP:0030517;HP:0030521	Binasal hemianopia; Bitemporal hemianopia; Hemianopia; Heteronymous hemianopia	Hemianopsia; Heteronymous hemianopsia	H5347	H534
HPO_ICD:1312	HP:0012385	Camptodactyly	Permanent flexion of the finger or toe	M21249	M2124
HPO_ICD:1313	HP:0012387	Bronchitis		J40	J40
HPO_ICD:1314	HP:0012388	Acute bronchitis		J206;J208;J207;J202;J209;J204;J201;J200;J205;J203	J201;J206;J208;J207;J202;J204;J205;J200;J209;J203
HPO_ICD:1315	HP:0012390	Anal fissure	Anal erosion	K626;K600;K602;K601;K6281	K628;K626;K600;K602;K601
HPO_ICD:1316	HP:0012395	Seasonal allergy	Seasonal allergy	J301;J302	J301;J302
HPO_ICD:1317	HP:0012442;HP:0012396	Gallbladder dyskinesia; Biliary dyskinesia		K828	K828
HPO_ICD:1318	HP:0012397	Aortic atherosclerotic lesion	Atherosclerotic changes of aorta; Aortic atherosclerosis; Plaque build-up in aorta artery; Atherosclerosis of the aorta	I700	
HPO_ICD:1319	HP:0012399	Pressure ulcer	Decubitus Ulcer; Pressure Sore; Pressure ulcer; Bedsore	L8995;L8992;L8994;L8990;L8993;L8991	L899
HPO_ICD:1320	HP:0012413;HP:0011092	Notched primary central incisor; Mulberry molar	Hutchinson-boeck teeth; Hutchinson's incisor; Notched front deciduous tooth; Syphilitic primary incisor; Notched front baby tooth; Hutchinson's teeth; Syphilitic permanent first molar; Hutchinson's sign; Notched front primary tooth	A5052;B028	B028;A505
HPO_ICD:1321	HP:0012417;HP:0012415	Hypocapnia; Abnormal blood gas level	Reduced carbon dioxide in the blood; Hypocarbia; Abnormal blood gas level	R7981	R798
HPO_ICD:1322	HP:0030874;HP:0012418	Oxygen desaturation on exertion; Hypoxemia	Low blood oxygen level; O2 desaturation on exertion	R0902	R090
HPO_ICD:1323	HP:0012123;HP:0012424	Chorioretinitis; Posterior uveitis	Choroiditis	H3090;H3091;H30892;H3092;H30899;H30893;H30891;H3093	H309
HPO_ICD:1324	HP:0012425	Stercoral ulcer	Colon ulcer; Recto-sigmoid colon stercoral ulcer	K633	K633
HPO_ICD:1325	HP:0012426	Optic disc drusen		H47329;H47322;H47323;H47321	
HPO_ICD:1326	HP:0012448	Delayed myelination		G988	G98
HPO_ICD:1327	HP:0012450	Chronic constipation	Infrequent bowel movements; Chronic constipation	K5909	K590
HPO_ICD:1328	HP:0012452	Restless legs	Wittmaack-Ekbom syndrome; Restless legs syndrome; Willis-Ekbom disease	G2581	G258
HPO_ICD:1329	HP:0012459	Hypnic headache	Alarm clock headache	G4481	G448
HPO_ICD:1330	HP:0012474;HP:0100546	Carotid artery occlusion; Carotid artery stenosis	Obstructed carotid artery; Narrowing of carotid artery; Carotid stenosis	I6529	I652
HPO_ICD:1331	HP:0001387;HP:0012478	Temporomandibular joint ankylosis; Joint stiffness	Ankylosis of temporomandibular joint; Freezing of jaw joint; Freezing of the temporomandibular joint; Temporomandibular joint fusion; Stiff joints; Adhesion of the temporomandibular joint; Joint stiffness; Stiff joint; Rigidity of the temporomandibular joint	M2560;M26619	M2560
HPO_ICD:1332	HP:0012482;HP:0012481	Frontal venous angioma; Cerebral venous angioma	Developmental Venous Anomaly	Q283	Q283
HPO_ICD:1333	HP:0012486	Myelitis	Inflammation of spinal cord	G0491	G049
HPO_ICD:1334	HP:0012490	Panniculitis	Inflammation of adipose tissue; Inflammation of fat tissue	M356;M793	M356
HPO_ICD:1335	HP:0012505	Enlarged pituitary gland		E236	E236
HPO_ICD:1336	HP:0012508	Metamorphopsia		H5315	H531
HPO_ICD:1337	HP:0500086;HP:0012511	Temporal optic disc pallor; Optic nerve gray crescent	Temporal gray pigmentary crescent	H47399	
HPO_ICD:1338	HP:0012531;HP:0012532	Chronic pain; Pain	Chronic pain; Long-lasting pain; Pain	R52	
HPO_ICD:1339	HP:0100963;HP:0012533	Hyperesthesia; Allodynia	Hyperaesthesia	R203	R203
HPO_ICD:1340	HP:0002608;HP:0012538	Gluten intolerance; Celiac disease	Celiac sprue; Gluten intolerance; Celiac disease; Gluten sensitivity	K900;K9041	K904;K900
HPO_ICD:1341	HP:0012539	Non-Hodgkin lymphoma		C8350;C8590	C835;C859
HPO_ICD:1342	HP:0012541	Cephalohematoma	Cephalohaematoma	P120	P120
HPO_ICD:1343	HP:0012578	Membranous nephropathy	Membranous glomerulonephritis	N032;N059	N032;N059
HPO_ICD:1344	HP:0012579	Minimal change glomerulonephritis	Minimal change nephropathy; Minimal change disease	N050	N050
HPO_ICD:1345	HP:0012583	Unilateral renal hypoplasia	Underdeveloped kidney on one side; Small kidney on one side	Q603	Q603
HPO_ICD:1346	HP:0012584	Bilateral renal hypoplasia		Q604	Q604
HPO_ICD:1347	HP:0012587	Macroscopic hematuria	Gross hematuria; Bloody urine	R310	R31
HPO_ICD:1348	HP:0012614	Abnormal urine cytology		R828	R828
HPO_ICD:1349	HP:0012623	Stage 1 chronic kidney disease		N181	N181
HPO_ICD:1350	HP:0012625	Stage 3 chronic kidney disease		N183	N183
HPO_ICD:1351	HP:0012629	Phakodonesis	Phacodonesis; Trembling eye lens	H278	H278
HPO_ICD:1352	HP:0012636	Retinal vein occlusion		H348192	
HPO_ICD:1353	HP:0012641;HP:0007256;HP:0002403	Positive Romberg sign; Abnormal pyramidal sign; Decreased intracranial pressure	Intracranial hypotension; Pyramidal tract signs; Pyramidal signs; Corticospinal signs	G968;R29818	G968
HPO_ICD:1354	HP:0012646	Retractile testis	Retractile testicle	Q5522	Q552
HPO_ICD:1355	HP:0012652	Exercise-induced asthma	Exercise-induced asthma	J45990	
HPO_ICD:1356	HP:0012653	Status asthmaticus	Acute severe asthma	J45902;J45901	
HPO_ICD:1357	HP:0012701	Bowel urgency	Fecal urgency	R152	R15
