HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10
HPO_ICD:1177	HP:0025319;HP:0011497	Iris neovascularization; Rubeosis iridis	New blood vessel formation in iris; Neovascularization of the iris	H211X9;H211X3;H211X1;H211X2
HPO_ICD:1178	HP:0011504	Bull's eye maculopathy	Chloroquine retinopathy	H3500
HPO_ICD:1179	HP:0011505;HP:0040049	Macular edema; Cystoid macular edema	Cystoid macular oedema; Macular oedema	H3581
HPO_ICD:1180	HP:0011508;HP:0031152	Full-thickness macular hole; Macular hole	FTMH	H35349
HPO_ICD:1181	HP:0011522;HP:0200018	Protanopia; Protanomaly	Colorblindness, partial, protan series; Red-weak; Red-blind	H5354
HPO_ICD:1182	HP:0011523	Iris cyst		H21309
HPO_ICD:1183	HP:0012055;HP:0011524	Ciliary body melanoma; Iris melanoma		C6940
HPO_ICD:1184	HP:0011958;HP:0011530	Retinal perforation; Retinal hole	Retinal tear; Torn retina; Retinal holes	H33049;H33309
HPO_ICD:1185	HP:0011553;HP:0011546;HP:0011605;HP:0011540;HP:0011552	Congenitally corrected transposition of the great arteries with ventricular septal defect; Discordant atrioventricular connection; Abnormal atrioventricular connection; Congenitally corrected transposition of the great arteries; Ambiguous atrioventricular connection	L-transposition; Ventricular inversion	Q205;R9431
HPO_ICD:1186	HP:0011560;HP:0011570	Congenital mitral stenosis; Mitral atresia	Mitral valve atresia	Q232
HPO_ICD:1187	HP:0012561;HP:0011568;HP:0011571	Parachute mitral valve; Unicuspid aortic valve; Double orifice mitral valve		Q238
HPO_ICD:1188	HP:0011581	Double outlet left ventricle		Q202
HPO_ICD:1189	HP:0011603	Congenital malformation of the great arteries		Q259
HPO_ICD:1190	HP:0011604	Aortopulmonary window		Q214
HPO_ICD:1191	HP:0011612;HP:0011614;HP:0011611	Interrupted aortic arch; Interrupted aortic arch type A; Interrupted aortic arch type C	Aortic arch obstruction; Atretic transverse aortic arch	Q2521
HPO_ICD:1192	HP:0011641;HP:0030882	Coronary artery fistula; Coronary artery aneurysm	Coronary arterial dilatation; Coronary artery ectasia; Coronary artery dilatation; Coronary fistula	I2541
HPO_ICD:1193	HP:0011642	Abnormal coronary sinus morphology	Abnormality of the coronary sinus	I878
HPO_ICD:1194	HP:0011645	Dilatation of the sinus of Valsalva	Sinus of Valsalva aneurysm; Aortic sinus aneurysm; Aneurysm of the aortic sinus	Q2543
HPO_ICD:1195	HP:0011684;HP:0011623;HP:0011682;HP:0001629;HP:0011681;HP:0011621;HP:0001719;HP:0011651	Non-restrictive ventricular septal defect; Subarterial ventricular septal defect; Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis; Muscular ventricular septal defect; Gerbode ventricular septal defect; Ventricular septal defect; Perimembranous ventricular septal defect; Double outlet right ventricle	Conoventricular ventricular septal defect; Conal ventricular septal defect; Double-outlet right ventricle; Ventriculoseptal defect; Type 2 ventricular septal defect; Supracristal ventricular septal defect; DORV with doubly committed VSD and pulmonary stenosis; Perimembraneous ventricular septal defect; Ventricular septal defects; Membranous ventricular septal defect; Ventricular septal defect, muscular; Type 1 ventricular septal defect; Left ventricular - right atrial communication; Ventricular septal defect, perimembranous; Type 4 ventricular septal defect; Doubly committed ventricular septal defect; Hole in heart wall separating two lower heart chambers; Paramembranous ventricular septal defect; DORV; Infundibular ventricular septal defect	Q221;Q201;Q210
HPO_ICD:1196	HP:0011678;HP:0010882;HP:0012516;HP:0001636;HP:0011659	Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries; Tetralogy of Fallot with absent pulmonary valve; Tetralogy of Fallot; Pulmonary valve atresia; Tetralogy of Fallot with pulmonary atresia	Tetrology of fallot; Tetralogy of Fallot with absent pulmonary valve syndrome	Q213;Q220
HPO_ICD:1197	HP:0011662	Tricuspid atresia	Tricuspid valve atresia	Q224
HPO_ICD:1198	HP:0011665	Takotsubo cardiomyopathy	Broken-heart syndrome	I5181
HPO_ICD:1199	HP:0006677;HP:0005165;HP:0004308;HP:0003115;HP:0005115;HP:0011675;HP:0003140;HP:0010872;HP:0012250;HP:0012722;HP:0012251;HP:0012248;HP:0012232	Supraventricular arrhythmia; ST segment elevation; Arrhythmia; Abnormal EKG; T-wave inversion; T-wave inversion in the right precordial leads; ST segment depression; Shortened QT interval; Shortened PR interval; Ventricular arrhythmia; Heart block; Prolonged QRS complex; Prolonged PR interval	Abnormal electrocardiogram; arrhythmias, Supraventricular; Prolonged QRS complex on EKG; Irregular heart beat; Electrocardiographic long PR interval; Lengthened PR interval on EKG; Cardiac arrhythmias; Irregular heartbeat; Short P-R interval; Abnormal EKG; Cardiac arrhythmia; Arrhythmias; EKG abnormality; Heart rhythm disorders; Ventricular arrhythmias; Cardiac conduction abnormalities; Cardiac rhythm disturbances; Cardiac conduction defects; Shortened PR interval on EKG; Abnormal heart rate; Abnormality of cardiac conduction; Abnormal ECG; Electrocardiographic short PR interval	I459;R9431;I499
HPO_ICD:1200	HP:0011679	Tetralogy of Fallot with pulmonary stenosis		Q213;Q221
HPO_ICD:1201	HP:0011704	Sick sinus syndrome	Sinoatrial node disease	I495
HPO_ICD:1202	HP:0011705	First degree atrioventricular block		I440
HPO_ICD:1203	HP:0011706;HP:0011707;HP:0011708	Mobitz II atrioventricular block; Second degree atrioventricular block; Mobitz I atrioventricular block	Mobitz type 1 atrioventricular block; Wenckebach block; Mobitz type 2 atrioventricular block	I441
HPO_ICD:1204	HP:0001678;HP:0011710	Atrioventricular block; Bundle branch block	Atrioventricular nodal disease; Interruption of electrical communication between upper and lower chambers of heart; Bundle-branch block	I454;I4439;I4430
HPO_ICD:1205	HP:0011711	Left anterior fascicular block	Left anterior hemiblock	I444
HPO_ICD:1206	HP:0011712	Right bundle branch block	Right bundle-branch block	I4510;I450;I4519
HPO_ICD:1207	HP:0011713	Left bundle branch block		I447
HPO_ICD:1208	HP:0011715	Trifascicular block		I453
HPO_ICD:1209	HP:0011718	Abnormality of the pulmonary veins	Abnormality of lung veins	Q269
HPO_ICD:1210	HP:0011726	Persistent fetal circulation		P2930
HPO_ICD:1211	HP:0011741	Secondary hyperaldosteronism	Hyperreninemic hyperaldosteronism	E261
HPO_ICD:1212	HP:0011742;HP:0011743	Ectopic adrenal gland; Adrenal gland agenesis	Abnormal adrenal gland position	Q891
HPO_ICD:1213	HP:0011747;HP:0012503	Abnormality of the anterior pituitary; Abnormality of the pituitary gland	Pituitary disease; disorder of pituitary gland	E237
HPO_ICD:1214	HP:0011754	Pituicytoma		D443
HPO_ICD:1215	HP:0011763	Pituitary carcinoma		C751
HPO_ICD:1216	HP:0011770	Tertiary hyperparathyroidism		E212
HPO_ICD:1217	HP:0011781	Thyroid C cell hyperplasia		E070
HPO_ICD:1218	HP:0011786	Thyrotoxicosis with toxic single thyroid nodule		E0511
HPO_ICD:1219	HP:0011801	Enlargement of parotid gland	Hyperplasia of parotid gland; Increased size of parotid gland; Hypertrophy of parotid gland	K111
HPO_ICD:1220	HP:0011838	Sclerodactyly		L943
HPO_ICD:1221	HP:0011841	Ventricular flutter		I4902
HPO_ICD:1222	HP:0011848	Abdominal colic		R1084;R1083
HPO_ICD:1223	HP:0011851	Hemopericardium		I312
HPO_ICD:1224	HP:0030171;HP:0011854	Perirenal hematoma; Hemoperitoneum	Hematoperitoneum	K661
HPO_ICD:1225	HP:0011855	Pharyngeal edema	Throat swelling	J392
HPO_ICD:1226	HP:0025062;HP:0011856	Pica; Geophagia	Geophagy	F983
HPO_ICD:1227	HP:0011859	Punctate keratitis		H16143;H16149;H16142;H16141
HPO_ICD:1228	HP:0011868	Sciatica		M5441;M5442;M5430;M5431;M5432;M5440
HPO_ICD:1229	HP:0011885	Hemorrhage of the eye	Bleeding from the eye; Haemorrhage of the eye	H44819
HPO_ICD:1230	HP:0011886	Hyphema		H2100
HPO_ICD:1231	HP:0011887	Choroid hemorrhage	Choroidal hemorrhage	H31309;H31302;H31301;H31303
HPO_ICD:1232	HP:0011892	Low levels of vitamin K		E561
HPO_ICD:1233	HP:0011919	Pleural empyema	Pyothorax	J869
HPO_ICD:1234	HP:0011920	Transudative pleural effusion		J948
HPO_ICD:1235	HP:0011945	Bronchiolitis obliterans organizing pneumonia	BOOP; Cryptogenic organizing pneumonia	J84116
HPO_ICD:1236	HP:0011947	Respiratory tract infection	Respiratory infections; Respiratory infection; Respiratory tract infection	J988
HPO_ICD:1237	HP:0011950	Bronchiolitis		J219
HPO_ICD:1238	HP:0011951	Aspiration pneumonia		J690
HPO_ICD:1239	HP:0011967	Decreased circulating copper concentration	Reduced serum copper; Copper deficiency; Hypocupremia	E610
HPO_ICD:1240	HP:0011970	Cerebral amyloid angiopathy		I680
HPO_ICD:1241	HP:0011971	Dermatographic urticaria	Dermatographism; Dermographism	L503;L508
HPO_ICD:1242	HP:0011976	Elevated urinary catecholamines	Elevated urinary catecholamines	R825
HPO_ICD:1243	HP:0100249;HP:0011986	Ectopic ossification; Calcification of muscles	Heterotopic ossification; Skeletal muscle calcinosis; Ectopic bone formation	M619
HPO_ICD:1244	HP:0012020	Right aortic arch	Right-sided aortic arch	Q2547
HPO_ICD:1245	HP:0012022	Congenital portosystemic venous shunt		Q288
HPO_ICD:1246	HP:0012027	Laryngeal edema		J384
HPO_ICD:1247	HP:0012028	Hepatocellular adenoma	Hepatic adenoma; Liver cell adenoma	D134
HPO_ICD:1248	HP:0012038	Corneal guttata	Corneal endothelial guttata	H1830
HPO_ICD:1249	HP:0012039	Descemet Membrane Folds		H18323;H18321;H18322;H18329
HPO_ICD:1250	HP:0012047	Hemeralopia	Day blindness	H5311
HPO_ICD:1251	HP:0012062;HP:0012064	Bone cyst; Unicameral bone cyst	Bone cyst; Bone cysts	M85422;M85421;M85462;M85441;M85452;M85431;M85469;M85461;M85451;M8548;M85419;M85412;M8560;M85449;M8540;M85432;M85429;M85479;M85472;M85459;M85439;M85471;M85411;M85442
HPO_ICD:1252	HP:0012063	Aneurysmal bone cyst		M85571;M85541;M85549;M85511;M85512;M85559;M85532;M85522;M85542;M85572;M85529;M8559;M8558;M85562;M85569;M8550;M85539;M85552;M85521;M85519;M85531;M85561;M85551;M85579
HPO_ICD:1253	HP:0012074	Tonic pupil	Adie's tonic pupil; Adie pupil	H57059;H57052;H57051;H57053
HPO_ICD:1254	HP:0012075;HP:0000751	Personality changes; Personality disorder	Personality change; Personality changes	F69;F609
HPO_ICD:1255	HP:0012076	Borderline personality disorder	BPD	F603
HPO_ICD:1256	HP:0012077	Histrionic personality disorder		F604
HPO_ICD:1257	HP:0012461;HP:0100586;HP:0012085	Bacteriuria; Aseptic leukocyturia; Pyuria	High urine bacteria; Leukocyturia; Bacteria in urine; High urine neutrophil count	R8271
HPO_ICD:1258	HP:0012109	Angle closure glaucoma	Primary angle closure glaucoma	H4020X2;H4020X1;H4020X4;H4020X0;H4020X3
HPO_ICD:1259	HP:0012114	Endometrial carcinoma		C541
HPO_ICD:1260	HP:0012115	Hepatitis	Liver inflammation	K752;K764;K710;K7150;K7589;K7581;K7111;K718;K717;K753;K7151;K714;K712;K719;K759;K7110;K716;K713
HPO_ICD:1261	HP:0100606;HP:0030077;HP:0012118;HP:0100605;HP:0100799;HP:0100551;HP:0030072;HP:0100526	Neoplasm of the lung; Neoplasm of the respiratory system; Neoplasm of the trachea; Paranasal sinus neoplasm; Neoplasm of the larynx; Neoplasm of the middle ear; Laryngeal carcinoma; Bronchial neoplasm	Laryngeal cancer; Neoplasia of the middle ear; Neoplasm of the paranasal sinuses; Middle ear tumor; Tracheal neoplasm; Cancer of the larynx; Lung cancer; Lung tumor; Tumor of the paranasal sinuses; Respiratory system tumor	D491
HPO_ICD:1262	HP:0012156;HP:0011273;HP:0001981;HP:0004447;HP:0010972;HP:0001978;HP:0012119	Methemoglobinemia; Extramedullary hematopoiesis; Anemia of inadequate production; Hemophagocytosis; Schistocytosis; Anisocytosis; Poikilocytosis	Schistocytes; Anemia, dyserythropoietic; Unequal size of red blood cells; Ineffective erythropoiesis; Extramedullary erythropoiesis; Dyserythropoietic anemia; Defective erythropoiesis	D748;D740;R718;D749
HPO_ICD:1263	HP:0012121	Panuveitis		H44113;H44112;H44119;H44111
HPO_ICD:1264	HP:0012122	Anterior uveitis		H2000
HPO_ICD:1265	HP:0012125	Prostate cancer	Prostatic cancer	C61
HPO_ICD:1266	HP:0012139	Granulocytic hypoplasia		R896
HPO_ICD:1267	HP:0012151	Hemothorax		J942
HPO_ICD:1268	HP:0045014;HP:0012153	Hypotriglyceridemia; Hypolipidemia	Low blood triglyceride levels; Decreased circulating Tg levels; Decreased plasma Tg levels	E7889
HPO_ICD:1269	HP:0012154	Anhedonia		R4584
HPO_ICD:1270	HP:0012155	Decreased corneal sensation	Reduced corneal sensation; Corneal hypaesthesia; Corneal hypesthesia; Decreased corneal sensitivity	H18819
HPO_ICD:1271	HP:0012161;HP:0012159;HP:0012158	Internal carotid artery dissection; Carotid artery dissection; External carotid artery dissection		I7771
HPO_ICD:1272	HP:0012163	Carotid artery dilatation	Carotid artery aneurysm	I720
HPO_ICD:1273	HP:0012167	Hair-pulling	Trichotillomania	F633
HPO_ICD:1274	HP:0012170	Nail-biting	Onychophagia; Onychophagy; Nail-biting	F988
HPO_ICD:1275	HP:0012181	Entrapment neuropathy		G588
HPO_ICD:1276	HP:0012182	Oropharyngeal squamous cell carcinoma		C109
HPO_ICD:1277	HP:0012189	Hodgkin lymphoma	Hodgkin's lymphoma; Hodgkin disease	C8190
HPO_ICD:1278	HP:0012190	T-cell lymphoma	T cell lymphoma	C8440
HPO_ICD:1279	HP:0012191	B-cell lymphoma	B cell lymphoma	C8510
HPO_ICD:1280	HP:0012192	Cutaneous T-cell lymphoma		C84A0
HPO_ICD:1281	HP:0012196	Cheyne-Stokes respiration	Periodic respiration	R063
HPO_ICD:1282	HP:0030404;HP:0012197	Insulinoma; Glucagonoma	Pancreatic insulinoma	D378
HPO_ICD:1283	HP:0012199	Cluster headache		G44021;G44009;G44029;G44001
HPO_ICD:1284	HP:0012203	Onychomycosis		B351
HPO_ICD:1285	HP:0012205	Globozoospermia		N468
HPO_ICD:1286	HP:0012209	Juvenile myelomonocytic leukemia		C9330
HPO_ICD:1287	HP:0012215	Testicular microlithiasis		N5089
HPO_ICD:1288	HP:0012216	Entrapment neuropathy of suprascapular nerve	Suprascapular nerve entrapment	G5680
HPO_ICD:1289	HP:0012219	Erythema nodosum		L52
HPO_ICD:1290	HP:0012228	Tension-type headache	Tension-type headache	F4541;G44209;G44201
HPO_ICD:1291	HP:0012230	Rhegmatogenous retinal detachment		H33009
HPO_ICD:1292	HP:0012231;HP:0000541	Exudative retinal detachment; Retinal detachment	Serous retinal detachment; Detached retina; Retinal detachment	H3322;H3320;H3323;H3321
HPO_ICD:1293	HP:0012233	Intramuscular hematoma	Intramuscular hemorrhage; IM hematoma; Intramuscular hematomas; Intramuscular haematoma	M7981
HPO_ICD:1294	HP:0012246	Oculomotor nerve palsy	Oculomotor neuropathy	H4900
HPO_ICD:1295	HP:0012280	Hepatic amyloidosis		K77
HPO_ICD:1296	HP:0012281	Chylous ascites	Chyloperitoneum	I898
HPO_ICD:1297	HP:0012289;HP:0012720;HP:0012288;HP:0030792;HP:0100544;HP:0100521;HP:0100522;HP:0100012	Jaw neoplasm; Thymoma; Facial neoplasm; Neoplasm of the thymus; Neoplasm of the heart; Neoplasm of head and neck; Neoplasm of the eye; Neoplasm of the nose	Neoplasia of the eye; Head and neck tumor; Face tumor; Head and neck cancer; Cardiac neoplasm; Neoplasia of the nose; Heart tumor; Nose cancer; Eye tumor; Cardiac neoplasia; Nasal tumor; Nasal neoplasm; Tumor of the nose	C760;D4989
HPO_ICD:1298	HP:0012302	Herpes simplex encephalitis		B004
HPO_ICD:1299	HP:0012312	Monocytopenia	Low blood monocyte number	D72818
HPO_ICD:1300	HP:0012314	Bouchard's node		M152
HPO_ICD:1301	HP:0012318;HP:0030833	Neck pain; Occipital neuralgia	Neck pain	M542;M5481
HPO_ICD:1302	HP:0012322	Perifolliculitis	Perifollicular inflammation	L0102
HPO_ICD:1303	HP:0012324	Myeloid leukemia		C9290
HPO_ICD:1304	HP:0012325	Chronic myelomonocytic leukemia		C9310
HPO_ICD:1305	HP:0012327	Celiac artery compression	Median arcuate ligament syndrome; Dunbar syndrome; Celiac axis syndrome	I774
HPO_ICD:1306	HP:0012329	Tufted angioma	Hypertrophic hemangioma; Tufted hemangioma; Angioblastoma; Progressive capillary hemangioma; Angioblastoma of Nakagawa	D1801
HPO_ICD:1307	HP:0012330;HP:0004743	Chronic tubulointerstitial nephritis; Pyelonephritis		N16;N119;N12;N136
HPO_ICD:1308	HP:0012344	Morphea		L940
HPO_ICD:1309	HP:0012370	Prominence of the zygomatic bone	Zygomatic hypertrophy; Malar hypertrophy; Pronounced cheekbone; Cheekbone excess; Hyperplasia of zygomatic bone; Zygomatic bone excess; Prominence of cheekbone; Hyperplasia of cheekbone	M8938
HPO_ICD:1310	HP:0012375	Chemosis		H11429
HPO_ICD:1311	HP:0030517;HP:0030521;HP:0030520;HP:0012377	Bitemporal hemianopia; Hemianopia; Heteronymous hemianopia; Binasal hemianopia	Heteronymous hemianopsia; Hemianopsia	H5347
HPO_ICD:1312	HP:0012385	Camptodactyly	Permanent flexion of the finger or toe	M21249
HPO_ICD:1313	HP:0012387	Bronchitis		J40
HPO_ICD:1314	HP:0012388	Acute bronchitis		J203;J204;J205;J202;J207;J206;J208;J201;J200;J209
HPO_ICD:1315	HP:0012390	Anal fissure	Anal erosion	K602;K600;K626;K6281;K601
HPO_ICD:1316	HP:0012395	Seasonal allergy	Seasonal allergy	J301;J302
HPO_ICD:1317	HP:0012396;HP:0012442	Biliary dyskinesia; Gallbladder dyskinesia		K828
HPO_ICD:1318	HP:0012397	Aortic atherosclerotic lesion	Atherosclerosis of the aorta; Atherosclerotic changes of aorta; Aortic atherosclerosis; Plaque build-up in aorta artery	I700
HPO_ICD:1319	HP:0012399	Pressure ulcer	Pressure ulcer; Decubitus Ulcer; Pressure Sore; Bedsore	L8993;L8995;L8991;L8992;L8994;L8990
HPO_ICD:1320	HP:0012413;HP:0011092	Notched primary central incisor; Mulberry molar	Syphilitic permanent first molar; Notched front deciduous tooth; Hutchinson's teeth; Syphilitic primary incisor; Hutchinson-boeck teeth; Notched front primary tooth; Hutchinson's sign; Hutchinson's incisor; Notched front baby tooth	A5052;B028
HPO_ICD:1321	HP:0012417;HP:0012415	Hypocapnia; Abnormal blood gas level	Hypocarbia; Reduced carbon dioxide in the blood; Abnormal blood gas level	R7981
HPO_ICD:1322	HP:0030874;HP:0012418	Oxygen desaturation on exertion; Hypoxemia	O2 desaturation on exertion; Low blood oxygen level	R0902
HPO_ICD:1323	HP:0012123;HP:0012424	Posterior uveitis; Chorioretinitis	Choroiditis	H3090;H3093;H3091;H30892;H3092;H30891;H30893;H30899
HPO_ICD:1324	HP:0012425	Stercoral ulcer	Colon ulcer; Recto-sigmoid colon stercoral ulcer	K633
HPO_ICD:1325	HP:0012426	Optic disc drusen		H47323;H47322;H47321;H47329
HPO_ICD:1326	HP:0012448	Delayed myelination		G988
HPO_ICD:1327	HP:0012450	Chronic constipation	Infrequent bowel movements; Chronic constipation	K5909
HPO_ICD:1328	HP:0012452	Restless legs	Wittmaack-Ekbom syndrome; Willis-Ekbom disease; Restless legs syndrome	G2581
HPO_ICD:1329	HP:0012459	Hypnic headache	Alarm clock headache	G4481
HPO_ICD:1330	HP:0100546;HP:0012474	Carotid artery stenosis; Carotid artery occlusion	Obstructed carotid artery; Narrowing of carotid artery; Carotid stenosis	I6529
HPO_ICD:1331	HP:0012478;HP:0001387	Joint stiffness; Temporomandibular joint ankylosis	Stiff joints; Adhesion of the temporomandibular joint; Freezing of jaw joint; Ankylosis of temporomandibular joint; Rigidity of the temporomandibular joint; Temporomandibular joint fusion; Freezing of the temporomandibular joint; Joint stiffness; Stiff joint	M2560;M26619
HPO_ICD:1332	HP:0012481;HP:0012482	Cerebral venous angioma; Frontal venous angioma	Developmental Venous Anomaly	Q283
HPO_ICD:1333	HP:0012486	Myelitis	Inflammation of spinal cord	G0491
HPO_ICD:1334	HP:0012490	Panniculitis	Inflammation of adipose tissue; Inflammation of fat tissue	M356;M793
HPO_ICD:1335	HP:0012505	Enlarged pituitary gland		E236
HPO_ICD:1336	HP:0012508	Metamorphopsia		H5315
HPO_ICD:1337	HP:0500086;HP:0012511	Optic nerve gray crescent; Temporal optic disc pallor	Temporal gray pigmentary crescent	H47399
HPO_ICD:1338	HP:0012532;HP:0012531	Chronic pain; Pain	Chronic pain; Pain; Long-lasting pain	R52
HPO_ICD:1339	HP:0012533;HP:0100963	Allodynia; Hyperesthesia	Hyperaesthesia	R203
HPO_ICD:1340	HP:0002608;HP:0012538	Celiac disease; Gluten intolerance	Celiac disease; Gluten sensitivity; Celiac sprue; Gluten intolerance	K900;K9041
HPO_ICD:1341	HP:0012539	Non-Hodgkin lymphoma		C8590;C8350
HPO_ICD:1342	HP:0012541	Cephalohematoma	Cephalohaematoma	P120
HPO_ICD:1343	HP:0012578	Membranous nephropathy	Membranous glomerulonephritis	N032;N059
HPO_ICD:1344	HP:0012579	Minimal change glomerulonephritis	Minimal change disease; Minimal change nephropathy	N050
HPO_ICD:1345	HP:0012583	Unilateral renal hypoplasia	Underdeveloped kidney on one side; Small kidney on one side	Q603
HPO_ICD:1346	HP:0012584	Bilateral renal hypoplasia		Q604
HPO_ICD:1347	HP:0012587	Macroscopic hematuria	Gross hematuria; Bloody urine	R310
HPO_ICD:1348	HP:0012614	Abnormal urine cytology		R828
HPO_ICD:1349	HP:0012623	Stage 1 chronic kidney disease		N181
HPO_ICD:1350	HP:0012625	Stage 3 chronic kidney disease		N183
HPO_ICD:1351	HP:0012629	Phakodonesis	Trembling eye lens; Phacodonesis	H278
HPO_ICD:1352	HP:0012636	Retinal vein occlusion		H348192
HPO_ICD:1353	HP:0002403;HP:0007256;HP:0012641	Abnormal pyramidal sign; Positive Romberg sign; Decreased intracranial pressure	Pyramidal tract signs; Pyramidal signs; Intracranial hypotension; Corticospinal signs	G968;R29818
HPO_ICD:1354	HP:0012646	Retractile testis	Retractile testicle	Q5522
HPO_ICD:1355	HP:0012652	Exercise-induced asthma	Exercise-induced asthma	J45990
HPO_ICD:1356	HP:0012653	Status asthmaticus	Acute severe asthma	J45902;J45901
HPO_ICD:1357	HP:0012701	Bowel urgency	Fecal urgency	R152
HPO_ICD:1358	HP:0012710	Ingrown nail	Ingrown nail	L600
HPO_ICD:1359	HP:0012723	Sinoatrial block		I455
HPO_ICD:1360	HP:0012727	Thoracic aortic aneurysm	Dilatation of the thoracic aorta	I712
HPO_ICD:1361	HP:0012735	Cough	Coughing; Cough	R05
HPO_ICD:1362	HP:0030772;HP:0012744	Proximal femoral focal deficiency; Femoral aplasia	Absent femur; Absent thighbone; Aplasia of the femur	Q7240
HPO_ICD:1363	HP:0012764	Orthopnea		R0601
HPO_ICD:1364	HP:0012768	Neonatal asphyxia	Asphyxia neonatorum	P84
HPO_ICD:1365	HP:0012798	Pulmonary lymphangiomyomatosis	Lymphangioleiomyomatosis; Pulmonary myomatosis	J8481
HPO_ICD:1366	HP:0012803	Anisometropia		H5231
HPO_ICD:1367	HP:0012859	Esophageal leukoplakia	Esophageal epidermoid metaplasia	K228
HPO_ICD:1368	HP:0012871	Varicocele	Vaginal varicocele	I861
HPO_ICD:1369	HP:0012873	Absent vas deferens	Absent ductus deferens; Congenital absence of the vas deferens; Absent deferent duct	Q554
HPO_ICD:1370	HP:0012876	Premature ejaculation	Premature ejaculation	F524
HPO_ICD:1371	HP:0012877;HP:0012875;HP:0012879	Anejaculation; Retrograde ejaculation; Abnormal ejaculation	Ejaculatory incompetence	N5314;N5313;N5319;N5311
HPO_ICD:1372	HP:0012878	Retarded ejaculation	Delayed ejaculation	F5232;N5311
HPO_ICD:1373	HP:0012884	Fallopian tube torsion	Twisted fallopian tube	N83529
HPO_ICD:1374	HP:0012889	Cervical endometriosis		N800
HPO_ICD:1375	HP:0020103	Invasive pulmonary aspergillosis		B440
HPO_ICD:1376	HP:0025004	Hallux rigidus	Arthritis of the big toe	M2021;M2022;M2020
HPO_ICD:1377	HP:0040162;HP:0025127	Actinic keratosis; Orthokeratosis	Solar keratosis	L570
HPO_ICD:1378	HP:0008030;HP:0025188	Retinal vasculitis; Retinal arteritis	Retinal vaculitis	H35061;H35062;H35069;H35063
HPO_ICD:1379	HP:0025246	Trichilemmal cyst	Pilar cyst	L7212
HPO_ICD:1380	HP:0025252	Geographic tongue	Glossitis areata exfoliativa	K141
HPO_ICD:1381	HP:0025253	Claustrophobia		F40240
HPO_ICD:1382	HP:0025372;HP:0025267	Loud snoring; Snoring	Snores; Snores loudly; Have loud snoring; Has loud snoring; Snoring symptoms; Heavy snoring; Snore	R0683
HPO_ICD:1383	HP:0025312	Esophoria		H5051
HPO_ICD:1384	HP:0025313	Exophoria		H5052
HPO_ICD:1385	HP:0025342	Central retinal artery occlusion		H3412;H3410;H3411;H3413
HPO_ICD:1386	HP:0025452	Pyoderma gangrenosum		L88
HPO_ICD:1387	HP:0025469	Anagen effluvium		L651
HPO_ICD:1388	HP:0025470	Telogen effluvium		L650
HPO_ICD:1389	HP:0025488	Detrusor sphincter dyssynergia		N3644
HPO_ICD:1390	HP:0025502	Overweight		E663
HPO_ICD:1391	HP:0025508	Gottron's papules	Gottron papules	L944
HPO_ICD:1392	HP:0025520	Calcinosis cutis	Cutaneous calcification	L942
HPO_ICD:1393	HP:0025586;HP:0500076	Hypertropia; Alternating hypertropia		H5021;H5022
HPO_ICD:1394	HP:0025608	Cicatricial ectropion		H02119;H02115;H02113;H02114;H02112;H02111;H02116
HPO_ICD:1395	HP:0010788;HP:0010784;HP:0010786;HP:0100787;HP:0030416;HP:0100615;HP:0100850;HP:0025635;HP:0100650;HP:0100517;HP:0100516	Urinary tract neoplasm; Neoplasm of the ureter; Vaginal neoplasm; Vulvar neoplasm; Prostate neoplasm; Ovarian neoplasm; Neoplasm of the penis; Ureteral polyp; Testicular neoplasm; Neoplasm of the urethra; Uterine neoplasm	Neoplasm of the vulva; Ovarian cancer; Ovarian neoplasia; Neoplasia of the penis; Uterine cancer; Neoplasia of the ureters; Penis tumor; Ureter polyp; Urinary tract neoplasia; Neoplasm of the ovary; Ovarian tumor; Neoplasm of the ovaries; Polyp of the ureter; Testicular cancer; Tumor of the vulva; Vaginal tumor; Testicular tumor; ureter, cancer of; Uterine neoplasia; Testicular neoplasia; Neoplasia of the urethra; Uterine tumor; Vaginal neoplasia	C669;C661;C662;D4959
HPO_ICD:1396	HP:0030002	Nocturnal lagophthalmos	Eyelids stay open at night; Inability to close the eyelids at night	H02209
HPO_ICD:1397	HP:0030003	Paralytic lagophthalmos		H02231;H02239;H02232;H02236;H02235;H02233;H02234
HPO_ICD:1398	HP:0030004	Cicatricial lagophthalmos	Eyelids stay open due to scarring; Inability to close the eyelids due to scarring	H02211;H02214;H02219;H02213;H02215;H02212;H02216
HPO_ICD:1399	HP:0030008	Cervical agenesis	Aplasia of the cervix; Absent cervix; Cervical aplasia	Q515
HPO_ICD:1400	HP:0030009	Cervical insufficiency	Incompetent cervix	N883
HPO_ICD:1401	HP:0030010	Hydrometrocolpos		N898
HPO_ICD:1402	HP:0030011	Imperforate hymen		Q523
HPO_ICD:1403	HP:0030015	Female anorgasmia	Female orgasmic disorder	F5231
HPO_ICD:1404	HP:0030017	Vaginismus		N942
HPO_ICD:1405	HP:0030024;HP:0100687	Polyotia; Pretragal ectopia	Pretragal Duplication; Extra cartilage in front of the ear; Accessory Tragus	Q170
HPO_ICD:1406	HP:0030049	Brain abscess	Brain abscess	G060
